feature_group,model,Accuracy_mean,Accuracy_std,Balanced_Accuracy_mean,Balanced_Accuracy_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std
FL9_only_log10_nosZ_norB,Logistic,0.839,0.12359325622070526,0.851936507936508,0.14537833604129016,0.8833108632108632,0.0989521275828015,0.8896984126984127,0.12054512920869215,0.8285396825396826,0.14453367712484239,0.8753333333333333,0.25601878129815414
FL9_only_log10_nosZ_norB,SVC_RBF,0.8130185185185186,0.12012860087877522,0.7311904761904762,0.19088438325283588,0.8769562548562548,0.08492493962015062,0.8723968253968254,0.12092552072126617,0.8750476190476191,0.12508340768301937,0.5873333333333334,0.3717846877260982
FL9_only_log10_nosZ_norB,ExtraTrees,0.7928888888888889,0.13153874064608517,0.7290634920634921,0.19466558704465944,0.8596689088689089,0.09710411596250221,0.8465238095238095,0.13188913817783396,0.8414603174603175,0.14054063793141086,0.6166666666666667,0.36910324458400373
FL9_only_log10_nosZ_norB,RandomForest,0.7646481481481481,0.11549668032234801,0.6038888888888889,0.17782068577909532,0.8523884115884116,0.07925446144098851,0.8195079365079365,0.1503755909411421,0.8864444444444445,0.11940975711906487,0.32133333333333336,0.3448237619295937
