n,fixed_mean,fixed_CI_low,fixed_CI_high,random_mean,random_CI_low,random_CI_high,Q,Q_df,Q_p,I2_percent,tau2,SE_source
42,0.1306401862284214,0.07698698344794973,0.1842933890088931,0.2209330868694821,0.1090843193636034,0.3327818543753608,123.7886180195924,41,3.047053720450776e-10,66.87902275998364,0.06735014016706516,24/48/72 h temporal LNRR proxy
