source_row_index,Sample_ID,Sample_Name,Class_Label,Class_Name,feature,shap_value,display_name,feature_value_raw,feature_value_imputed,feature_value_scaled
36,XC,mean.XC,1,Promoted,FeII,0.19520184631812565,Fe(II),8.836354784,8.836354784,-0.16248540214236298
37,LS2,mean.LS2,1,Promoted,FeII,-0.3554271447105725,Fe(II),13.128418816,13.128418816,0.29585643594010774
38,NJ,mean.NJ,1,Promoted,FeII,0.41117293467213795,Fe(II),7.15289504,7.15289504,-0.34225905594856165
39,BS,mean.BS,1,Promoted,FeII,-0.4206076083129096,Fe(II),13.63649,13.63649,0.3501124485753119
40,WL,mean.WL,0,Suppressed_or_neutral,FeII,-2.6240964151680357,Fe(II),30.81232928,30.81232928,2.1842895921385557
41,SN,mean.SN,1,Promoted,FeII,0.8606262807061634,Fe(II),3.649478816,3.649478816,-0.7163826057614616
0,YY,mean.YY,1,Promoted,NH4_NO3_Ratio,-0.10944996762675482,NH$_4^+$/NO$_3^-$,1.448768818426598,1.448768818426598,-0.4016042947058851
1,BB,mean.BB,1,Promoted,NH4_NO3_Ratio,-0.24315450962091453,NH$_4^+$/NO$_3^-$,0.0767879072569096,0.0767879072569096,-0.892205794650157
2,SQ,mean.SQ,1,Promoted,NH4_NO3_Ratio,0.9570445535678849,NH$_4^+$/NO$_3^-$,12.39237703938005,12.39237703938005,3.511679457489257
3,CY,mean.CY,1,Promoted,NH4_NO3_Ratio,-0.09777979418130833,NH$_4^+$/NO$_3^-$,1.568519837789062,1.568519837789062,-0.3587829775572429
4,WZ,mean.WZ,1,Promoted,NH4_NO3_Ratio,-0.08681868761650989,NH$_4^+$/NO$_3^-$,1.680994917153659,1.680994917153659,-0.31856343645912516
5,SH2,mean.SH2,0,Suppressed_or_neutral,NH4_NO3_Ratio,0.012923526419682077,NH$_4^+$/NO$_3^-$,2.704478574884854,2.704478574884854,0.047420239817600275
6,WF,mean.WF,1,Promoted,NH4_NO3_Ratio,1.0386875740706394,NH$_4^+$/NO$_3^-$,13.23013964631458,13.23013964631458,3.811251840904488
7,LS1,mean.LS1,1,Promoted,NH4_NO3_Ratio,0.2551233359010979,NH$_4^+$/NO$_3^-$,5.189760752598402,5.189760752598402,0.9361229573587124
8,DL,mean.DL,1,Promoted,NH4_NO3_Ratio,0.12752621588245863,NH$_4^+$/NO$_3^-$,3.880449861772812,3.880449861772812,0.4679313945586388
9,ZY,mean.ZY,1,Promoted,NH4_NO3_Ratio,0.2968538234319851,NH$_4^+$/NO$_3^-$,5.617969334388262,5.617969334388262,1.0892444554821887
10,BJ,mean.BJ,1,Promoted,NH4_NO3_Ratio,-0.001764685823258703,NH$_4^+$/NO$_3^-$,2.553758587994626,2.553758587994626,-0.006475154089072919
11,ZQ,mean.ZQ,1,Promoted,NH4_NO3_Ratio,-0.14410653564112297,NH$_4^+$/NO$_3^-$,1.093147767314931,1.093147767314931,-0.5287694904216176
12,RL,mean.RL,0,Suppressed_or_neutral,NH4_NO3_Ratio,-0.10579029359339231,NH$_4^+$/NO$_3^-$,1.486321790374971,1.486321790374971,-0.388175868541027
13,LZ,mean.LZ,1,Promoted,NH4_NO3_Ratio,-0.2477629760421363,NH$_4^+$/NO$_3^-$,0.0294991026629796,0.0294991026629796,-0.9091156206364198
14,HF,mean.HF,1,Promoted,NH4_NO3_Ratio,-0.21027240356905233,NH$_4^+$/NO$_3^-$,0.414200691814242,0.414200691814242,-0.7715516245691222
15,AY,mean.AY,1,Promoted,NH4_NO3_Ratio,-0.14536523791612155,NH$_4^+$/NO$_3^-$,1.080231859834246,1.080231859834246,-0.5333880412568207
16,MH,mean.MH,1,Promoted,NH4_NO3_Ratio,-0.19063753747498036,NH$_4^+$/NO$_3^-$,0.6156797221647323,0.6156797221647323,-0.6995054949965201
17,HZ,mean.HZ,1,Promoted,NH4_NO3_Ratio,-0.1201788507530054,NH$_4^+$/NO$_3^-$,1.338676650816994,1.338676650816994,-0.44097173934135037
18,HK,mean.HK,0,Suppressed_or_neutral,NH4_NO3_Ratio,-0.18486518652268935,NH$_4^+$/NO$_3^-$,0.6749114819912709,0.6749114819912709,-0.6783250325143824
19,GL,mean.GL,0,Suppressed_or_neutral,NH4_NO3_Ratio,0.0016760197007591445,NH$_4^+$/NO$_3^-$,2.58906466084378,2.58906466084378,0.006149811867756217
20,YC2,mean.YC2,1,Promoted,NH4_NO3_Ratio,0.19072788733205998,NH$_4^+$/NO$_3^-$,4.5289804613291,4.5289804613291,0.6998370153378781
21,LY,mean.LY,1,Promoted,NH4_NO3_Ratio,0.03256091403222578,NH$_4^+$/NO$_3^-$,2.905983479264444,2.905983479264444,0.11947562158706798
22,YT1,mean.YT1,0,Suppressed_or_neutral,NH4_NO3_Ratio,0.16008334820545506,NH$_4^+$/NO$_3^-$,4.214527997065537,4.214527997065537,0.5873931399363229
23,CQ,mean.CQ,1,Promoted,NH4_NO3_Ratio,-0.2018861370438712,NH$_4^+$/NO$_3^-$,0.5002545940745888,0.5002545940745888,-0.7407799329360435
24,SY,mean.SY,1,Promoted,NH4_NO3_Ratio,-0.23020228515999605,NH$_4^+$/NO$_3^-$,0.2096944222677571,0.2096944222677571,-0.8446802532334783
25,TZ,mean.TZ,1,Promoted,NH4_NO3_Ratio,-0.24049403246983822,NH$_4^+$/NO$_3^-$,0.1040878314886475,0.1040878314886475,-0.8824437173009634
26,SH1,mean.SH1,1,Promoted,NH4_NO3_Ratio,-0.13725059704187442,NH$_4^+$/NO$_3^-$,1.163498532861335,1.163498532861335,-0.5036130244545596
27,XN,mean.XN,0,Suppressed_or_neutral,NH4_NO3_Ratio,0.09877273435086723,NH$_4^+$/NO$_3^-$,3.585402085514495,3.585402085514495,0.3624263686438509
28,CF,mean.CF,0,Suppressed_or_neutral,NH4_NO3_Ratio,-0.21084193081118555,NH$_4^+$/NO$_3^-$,0.4083566083377658,0.4083566083377658,-0.7736413884251764
29,ATS,mean.ATS,1,Promoted,NH4_NO3_Ratio,0.0018364844249999202,NH$_4^+$/NO$_3^-$,2.590711235711701,2.590711235711701,0.006738604389135987
30,YT2,mean.YT2,1,Promoted,NH4_NO3_Ratio,-0.20627618548182713,NH$_4^+$/NO$_3^-$,0.4552070394728242,0.4552070394728242,-0.7568883187572467
31,JC,mean.JC,1,Promoted,NH4_NO3_Ratio,-0.013077108998457798,NH$_4^+$/NO$_3^-$,2.437678547451765,2.437678547451765,-0.04798377971227307
32,XY,mean.XY,0,Suppressed_or_neutral,NH4_NO3_Ratio,0.014842329130024834,NH$_4^+$/NO$_3^-$,2.724167963529601,2.724167963529601,0.054460894336520134
33,WH,mean.WH,1,Promoted,NH4_NO3_Ratio,0.3979978273885412,NH$_4^+$/NO$_3^-$,6.655837163244277,6.655837163244277,1.4603717134748402
34,TH1,mean.TH1,1,Promoted,NH4_NO3_Ratio,-0.10820234387236687,NH$_4^+$/NO$_3^-$,1.461571046008492,1.461571046008492,-0.3970263942386327
35,YC1,mean.YC1,1,Promoted,NH4_NO3_Ratio,-0.02661247895333384,NH$_4^+$/NO$_3^-$,2.298788208150346,2.298788208150346,-0.09764905437775809
36,XC,mean.XC,1,Promoted,NH4_NO3_Ratio,0.012713113003695613,NH$_4^+$/NO$_3^-$,2.702319462068776,2.702319462068776,0.04664817077677542
37,LS2,mean.LS2,1,Promoted,NH4_NO3_Ratio,-0.16421652719429078,NH$_4^+$/NO$_3^-$,0.8867933374412241,0.8867933374412241,-0.6025589957944547
38,NJ,mean.NJ,1,Promoted,NH4_NO3_Ratio,-0.21169033214797905,NH$_4^+$/NO$_3^-$,0.3996509172540452,0.3996509172540452,-0.776754423795387
39,BS,mean.BS,1,Promoted,NH4_NO3_Ratio,-0.1292070931072037,NH$_4^+$/NO$_3^-$,1.246035249211394,1.246035249211394,-0.4740990301182304
40,WL,mean.WL,0,Suppressed_or_neutral,NH4_NO3_Ratio,0.18144144991535127,NH$_4^+$/NO$_3^-$,4.433689645635996,4.433689645635996,0.6657623305304248
41,SN,mean.SN,1,Promoted,NH4_NO3_Ratio,-0.012907418094256023,NH$_4^+$/NO$_3^-$,2.439419794816227,2.439419794816227,-0.04736113360850849
0,YY,mean.YY,1,Promoted,log_nosZ_norB_Ratio,-1.1008039232636244,log$_{10}$(nosZ/norB),0.488045710232009,0.488045710232009,1.8861624003647415
1,BB,mean.BB,1,Promoted,log_nosZ_norB_Ratio,0.11530655926712938,log$_{10}$(nosZ/norB),0.0513494819101888,0.0513494819101888,-0.19757096791614856
2,SQ,mean.SQ,1,Promoted,log_nosZ_norB_Ratio,-0.3515834371532093,log$_{10}$(nosZ/norB),0.2190062066953022,0.2190062066953022,0.6024174203370564
3,CY,mean.CY,1,Promoted,log_nosZ_norB_Ratio,0.2232705263958079,log$_{10}$(nosZ/norB),0.0125804243968945,0.0125804243968945,-0.38256083858139006
4,WZ,mean.WZ,1,Promoted,log_nosZ_norB_Ratio,-0.17376657257059516,log$_{10}$(nosZ/norB),0.1551534933023184,0.1551534933023184,0.2977387422922698
5,SH2,mean.SH2,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.39038393152774176,log$_{10}$(nosZ/norB),0.2329391756103628,0.2329391756103628,0.6688997720603618
6,WF,mean.WF,1,Promoted,log_nosZ_norB_Ratio,1.1342496820461778,log$_{10}$(nosZ/norB),-0.3145454141407669,-0.3145454141407669,-1.9434697294304766
7,LS1,mean.LS1,1,Promoted,log_nosZ_norB_Ratio,0.16167638562035486,log$_{10}$(nosZ/norB),0.0346984221855398,0.0346984221855398,-0.277022922192978
8,DL,mean.DL,1,Promoted,log_nosZ_norB_Ratio,-0.20249827261566242,log$_{10}$(nosZ/norB),0.1654708330697087,0.1654708330697087,0.34696881058898826
9,ZY,mean.ZY,1,Promoted,log_nosZ_norB_Ratio,-0.31268473522149826,log$_{10}$(nosZ/norB),0.205037972176969,0.205037972176969,0.5357667957743585
10,BJ,mean.BJ,1,Promoted,log_nosZ_norB_Ratio,-0.02025662631338226,log$_{10}$(nosZ/norB),0.1000292134746302,0.1000292134746302,0.03470853083196246
11,ZQ,mean.ZQ,1,Promoted,log_nosZ_norB_Ratio,-0.6589661714107942,log$_{10}$(nosZ/norB),0.3293850601216734,0.3293850601216734,1.1290995511193223
12,RL,mean.RL,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.010226651061480576,log$_{10}$(nosZ/norB),0.0964275239689599,0.0964275239689599,0.017522761598293725
13,LZ,mean.LZ,1,Promoted,log_nosZ_norB_Ratio,-0.39493636335677157,log$_{10}$(nosZ/norB),0.2345739200172134,0.2345739200172134,0.6767000946833793
14,HF,mean.HF,1,Promoted,log_nosZ_norB_Ratio,-0.5394970498289616,log$_{10}$(nosZ/norB),0.2864845872245591,0.2864845872245591,0.9243962789287747
15,AY,mean.AY,1,Promoted,log_nosZ_norB_Ratio,-0.026420126831523175,log$_{10}$(nosZ/norB),0.1022424806639159,0.1022424806639159,0.045269324345015655
16,MH,mean.MH,1,Promoted,log_nosZ_norB_Ratio,0.9979300968642788,log$_{10}$(nosZ/norB),-0.2655940651058943,-0.2655940651058943,-1.7098941847130182
17,HZ,mean.HZ,1,Promoted,log_nosZ_norB_Ratio,0.8092704605102464,log$_{10}$(nosZ/norB),-0.1978477930230133,-0.1978477930230133,-1.3866370586823704
18,HK,mean.HK,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.5878050808837002,log$_{10}$(nosZ/norB),0.3038316418403178,0.3038316418403178,1.007169232299944
19,GL,mean.GL,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.765740559324758,log$_{10}$(nosZ/norB),0.3677269485875676,0.3677269485875676,1.31205114817413
20,YC2,mean.YC2,1,Promoted,log_nosZ_norB_Ratio,0.40145711724097877,log$_{10}$(nosZ/norB),-0.0514050549467898,-0.0514050549467898,-0.6878730207045362
21,LY,mean.LY,1,Promoted,log_nosZ_norB_Ratio,0.18658579623165783,log$_{10}$(nosZ/norB),0.0257536381219747,0.0257536381219747,-0.31970372366667926
22,YT1,mean.YT1,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.7092789218387802,log$_{10}$(nosZ/norB),0.3474519945523968,0.3474519945523968,1.2153074725399253
23,CQ,mean.CQ,1,Promoted,log_nosZ_norB_Ratio,-0.1722804447177874,log$_{10}$(nosZ/norB),0.1546198358448359,0.1546198358448359,0.2951923501339004
24,SY,mean.SY,1,Promoted,log_nosZ_norB_Ratio,0.28792997914115026,log$_{10}$(nosZ/norB),-0.0106383041190238,-0.0106383041190238,-0.4933509856902849
25,TZ,mean.TZ,1,Promoted,log_nosZ_norB_Ratio,0.79836592772382,log$_{10}$(nosZ/norB),-0.1939320564120318,-0.1939320564120318,-1.367952786850995
26,SH1,mean.SH1,1,Promoted,log_nosZ_norB_Ratio,0.5891282980933505,log$_{10}$(nosZ/norB),-0.1187963800115834,-0.1187963800115834,-1.0094364867088477
27,XN,mean.XN,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.1719235686920285,log$_{10}$(nosZ/norB),0.1544916843185839,0.1544916843185839,0.29458086417609025
28,CF,mean.CF,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,0.2885207046385041,log$_{10}$(nosZ/norB),-0.0108504292510522,-0.0108504292510522,-0.49436315888343835
29,ATS,mean.ATS,1,Promoted,log_nosZ_norB_Ratio,0.11934179468886671,log$_{10}$(nosZ/norB),0.0499004588860667,0.0499004588860667,-0.2044851050919462
30,YT2,mean.YT2,1,Promoted,log_nosZ_norB_Ratio,-0.21817429792949408,log$_{10}$(nosZ/norB),0.1710999771548593,0.1710999771548593,0.3738287525906977
31,JC,mean.JC,1,Promoted,log_nosZ_norB_Ratio,-0.03900678784961614,log$_{10}$(nosZ/norB),0.1067622570104926,0.1067622570104926,0.06683582338880412
32,XY,mean.XY,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.785960358785527,log$_{10}$(nosZ/norB),0.374987728170329,0.374987728170329,1.3466965783727687
33,WH,mean.WH,1,Promoted,log_nosZ_norB_Ratio,0.2703023022512218,log$_{10}$(nosZ/norB),-0.0043083364701241,-0.0043083364701241,-0.4631470041701363
34,TH1,mean.TH1,1,Promoted,log_nosZ_norB_Ratio,1.9498306791548699,log$_{10}$(nosZ/norB),-0.607414483558815,-0.607414483558815,-3.340919519251037
35,YC1,mean.YC1,1,Promoted,log_nosZ_norB_Ratio,-0.33677178143344494,log$_{10}$(nosZ/norB),0.2136874513018268,0.2136874513018268,0.5770385244997852
36,XC,mean.XC,1,Promoted,log_nosZ_norB_Ratio,0.6485396505049584,log$_{10}$(nosZ/norB),-0.1401305547352944,-0.1401305547352944,-1.1112343243667695
37,LS2,mean.LS2,1,Promoted,log_nosZ_norB_Ratio,-0.4391019941795156,log$_{10}$(nosZ/norB),0.2504334695226248,0.2504334695226248,0.752375290316108
38,NJ,mean.NJ,1,Promoted,log_nosZ_norB_Ratio,-0.42871741283213805,log$_{10}$(nosZ/norB),0.2467044436057824,0.2467044436057824,0.7345819245158828
39,BS,mean.BS,1,Promoted,log_nosZ_norB_Ratio,-0.283114995881864,log$_{10}$(nosZ/norB),0.1944196987325979,0.1944196987325979,0.48510079672372874
40,WL,mean.WL,0,Suppressed_or_neutral,log_nosZ_norB_Ratio,-0.3449263646057595,log$_{10}$(nosZ/norB),0.2166157014616936,0.2166157014616936,0.5910109203508702
41,SN,mean.SN,1,Promoted,log_nosZ_norB_Ratio,0.48312046973628453,log$_{10}$(nosZ/norB),-0.0807297573805701,-0.0807297573805701,-0.8277983441061045
